id,portalId,pointOfSaleId,mainImage,createdAt,updatedAt,daysSinceCreated,reservedAt,daysSinceReserved,make,model,bodyType,colour,purchaseOption,salePriceGross,previousSalePriceGross,previousReLeasePriceGross,previousSalePriceNet,previousReLeasePriceNet,salePriceNet,leaseOnDemand,reLeasePriceGross,reLeasePriceNet,reLeasePrice2Gross,reLeasePrice2Net,reLeasePrice3Gross,reLeasePrice3Net,financeMonthlyPriceGross,financeMonthlyPriceNet,catalogPriceGross,catalogPriceNet,trim,location,locationDisplayName,firstRegistrationDate,registrationNumber,labels,partnerLogoUrl,details,labelCode,reservationLabelCode,co2,offerUrl,imagesFormat,salePromotedAt,releasePromotedAt,matrixReleasePrices,defaultReleaseKey,partnerName,additionalData
92047,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/92047/0.jpeg,2025-01-15T16:46:13.431763Z,2025-01-15T16:46:13.4332823Z,1,2025-01-15T16:45:48.6051177,1,Skoda,Octavia,Break,,saleandrelease,20990.0,0.0,0.0,0.0,0.0,17491.0,False,408.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Combi Business 2.0 TDI 150 BVA7,Exclu web,,18/05/2022,GG029KR,,,"{'mileage': 96058.0, 'registrationYear': 2022, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Automatique', 'warrantyMonths': 12}",,available,117.0,https://autoselect.arval.fr/voitures-occasion/offer/skoda-octavia-combi-business-20-tdi-150-bva7-92047,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 408.0, 'rentalStandardNet': 340.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
92046,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/92046/0.jpeg,2025-01-15T16:45:36.7968331Z,2025-01-15T16:45:36.9375981Z,1,2025-01-15T16:45:06.804135,1,Citroen,C4,Berline,,saleandrelease,12490.0,0.0,0.0,0.0,0.0,10408.0,False,294.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feel Pack 1.2 PureTech 130,Exclu web,,31/08/2022,GJ042ER,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 114043.0, 'registrationYear': 2022, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,106.0,https://autoselect.arval.fr/voitures-occasion/offer/citroen-c4-feel-pack-12-puretech-130-92046,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 294.0, 'rentalStandardNet': 245.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
92045,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/92045/0.jpeg,2025-01-15T16:44:53.7801531Z,2025-01-15T16:44:53.7889611Z,1,2025-01-15T16:43:21.7240383,1,Peugeot,3008,SUV,,saleandrelease,20990.0,0.0,0.0,0.0,0.0,17491.0,False,420.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allure Pack 1.6 Plug-In 225 E-EAT8,Exclu web,,09/07/2021,GA473QW,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 87339.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Plug-in hybrid', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,31.0,https://autoselect.arval.fr/voitures-occasion/offer/peugeot-3008-allure-pack-16-plug-in-225-e-eat8-92045,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 420.0, 'rentalStandardNet': 350.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
92044,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/92044/0.jpeg,2025-01-15T16:43:11.4359717Z,2025-01-15T16:43:11.437326Z,1,2025-01-15T16:42:51.1054127,1,Peugeot,3008,SUV,,saleandrelease,17990.0,0.0,0.0,0.0,0.0,14991.0,False,364.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active Business 1.5 BlueHDi 130,Exclu web,,09/07/2021,GA225QW,,,"{'mileage': 87556.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",,available,130.0,https://autoselect.arval.fr/voitures-occasion/offer/peugeot-3008-active-business-15-bluehdi-130-92044,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 364.0, 'rentalStandardNet': 303.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
92042,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/92042/0.jpeg,2025-01-15T16:41:18.5277528Z,2025-01-15T16:41:18.6095263Z,1,2025-01-15T16:40:55.0505306,1,Peugeot,3008,SUV,,saleandrelease,17990.0,0.0,0.0,0.0,0.0,14991.0,False,379.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid 225 e-EAT8 ALLURE BUSINESS,Exclu web,,06/08/2020,FR820YN,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 107765.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Hybride', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,31.0,https://autoselect.arval.fr/voitures-occasion/offer/peugeot-3008-hybrid-225-e-eat8-allure-business-92042,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 379.0, 'rentalStandardNet': 315.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91991,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91991/0.jpeg,2025-01-15T09:48:32.0453832Z,2025-01-15T09:48:32.08117Z,1,2025-01-15T09:47:57.0281893,1,Renault,Megane,Berline,,saleandrelease,24990.0,0.0,0.0,0.0,0.0,20825.0,False,466.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E-TECH iconic EV60 220 super charge,Exclu web,,31/10/2022,GK459HG,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 48684.0, 'registrationYear': 2022, 'fuelTypeLabel': 'Electrique', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,0.0,https://autoselect.arval.fr/voitures-occasion/offer/renault-megane-e-tech-iconic-ev60-220-super-charge-91991,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 466.0, 'rentalStandardNet': 388.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91989,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91989/0.jpeg,2025-01-15T09:47:13.284017Z,2025-01-15T09:47:13.3414304Z,1,2025-01-15T09:46:53.4490074,1,BMW,Serie 1,Berline,,saleandrelease,22990.0,0.0,0.0,0.0,0.0,19158.0,False,432.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116i Business Design,Exclu web,,27/03/2023,GM506YQ,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 21327.0, 'registrationYear': 2023, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,131.0,https://autoselect.arval.fr/voitures-occasion/offer/bmw-serie-1-116i-business-design-91989,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 432.0, 'rentalStandardNet': 360.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91988,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91988/0.jpeg,2025-01-15T09:46:40.9979086Z,2025-01-15T09:46:41.0331484Z,1,2025-01-15T09:46:18.993925,1,Fiat,Ducato,Utilitaire,,saleandrelease,19490.0,0.0,0.0,0.0,0.0,16241.0,False,420.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fourgon tole 23 Multijet 120 30 C H1 Business,Exclu web,,05/08/2021,GB153DJ,,,"{'mileage': 42299.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",,available,220.0,https://autoselect.arval.fr/voitures-occasion/offer/fiat-ducato-fourgon-tole-23-multijet-120-30-c-h1-business-91988,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 420.0, 'rentalStandardNet': 350.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91987,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91987/0.jpeg,2025-01-15T09:46:04.4887967Z,2025-01-15T09:46:04.4921677Z,1,2025-01-15T09:45:33.4529078,1,Volkswagen,Touran,Monospace,,saleandrelease,26990.0,0.0,0.0,0.0,0.0,22491.0,False,501.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOUNGE 1.5 TSI EVO 7 places,Exclu web,,12/05/2020,FP561TH,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 65671.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,157.0,https://autoselect.arval.fr/voitures-occasion/offer/volkswagen-touran-lounge-15-tsi-evo-7-places-91987,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 501.0, 'rentalStandardNet': 417.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91985,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91985/0.jpeg,2025-01-15T09:44:49.2285668Z,2025-01-15T09:44:49.2707553Z,1,2025-01-15T09:44:28.7945587,1,Toyota,C-HR,SUV,,saleandrelease,21990.0,0.0,0.0,0.0,0.0,18325.0,False,420.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybride 184 Dynamic Business Beyond,Exclu web,,05/11/2021,GC770VV,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 64152.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Hybride', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,118.0,https://autoselect.arval.fr/voitures-occasion/offer/toyota-c-hr-hybride-184-dynamic-business-beyond-91985,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 420.0, 'rentalStandardNet': 350.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91982,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91982/0.jpeg,2025-01-15T09:44:05.072948Z,2025-01-15T09:44:05.0776276Z,1,2025-01-15T09:36:52.6995986,1,BMW,X1,SUV,,saleandrelease,24990.0,0.0,0.0,0.0,0.0,20825.0,False,466.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sDrive16d Business Design DKG7,Exclu web,,24/11/2020,FV885HM,,,"{'mileage': 37182.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Automatique', 'warrantyMonths': 12}",,available,137.0,https://autoselect.arval.fr/voitures-occasion/offer/bmw-x1-sdrive16d-business-design-dkg7-91982,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 466.0, 'rentalStandardNet': 388.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91830,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91830/0.jpeg,2025-01-14T08:49:11.6828388Z,2025-01-14T08:49:11.6846209Z,2,2025-01-14T08:47:23.3141809,2,Citroen,C5 Aircross,SUV,,saleandrelease,17490.0,0.0,0.0,0.0,0.0,14575.0,False,364.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Hybrid 1.6 225 BVA8,Exclu web,,27/10/2021,GC328RA,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 89584.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Plug-in hybrid', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,32.0,https://autoselect.arval.fr/voitures-occasion/offer/citroen-c5-aircross-business-hybrid-16-225-bva8-91830,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 364.0, 'rentalStandardNet': 303.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91829,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91829/0.jpeg,2025-01-14T08:47:10.2298055Z,2025-01-14T08:47:10.2716445Z,2,2025-01-14T08:46:37.8746792,2,Volkswagen,T-Roc,SUV,,saleandrelease,20290.0,0.0,0.0,0.0,0.0,16908.0,False,397.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOUNGE BUSINESS 1.0 TSI 115,Exclu web,,25/06/2020,FQ219WE,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 28299.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,135.0,https://autoselect.arval.fr/voitures-occasion/offer/volkswagen-t-roc-lounge-business-10-tsi-115-91829,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 397.0, 'rentalStandardNet': 330.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91828,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91828/0.jpeg,2025-01-14T08:46:25.2889258Z,2025-01-14T08:46:25.2901997Z,2,2025-01-14T08:44:57.4827828,2,Renault,Captur,SUV,,saleandrelease,16590.0,0.0,0.0,0.0,0.0,13825.0,False,342.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intens 1.6 E-TECH Plug-in 160 BVA6,Exclu web,,16/06/2021,GA445AL,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 91205.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Plug-in hybrid', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,32.0,https://autoselect.arval.fr/voitures-occasion/offer/renault-captur-intens-16-e-tech-plug-in-160-bva6-91828,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 342.0, 'rentalStandardNet': 285.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91826,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91826/0.jpeg,2025-01-14T08:44:47.4836593Z,2025-01-14T08:44:47.4876982Z,2,2025-01-14T08:44:05.3916975,2,Mini,Countryman,SUV,,saleandrelease,23190.0,0.0,0.0,0.0,0.0,19325.0,False,443.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One D Finition Business Design 116 BVA7,Exclu web,,11/10/2021,GC177HD,,,"{'mileage': 73243.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Automatique', 'warrantyMonths': 12}",,available,130.0,https://autoselect.arval.fr/voitures-occasion/offer/mini-countryman-one-d-finition-business-design-116-bva7-91826,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 443.0, 'rentalStandardNet': 369.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
91825,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/91825/0.jpeg,2025-01-14T08:43:51.3694958Z,2025-01-14T08:43:51.3714055Z,2,2025-01-14T08:43:11.1838282,2,Peugeot,3008,SUV,,saleandrelease,18990.0,0.0,0.0,0.0,0.0,15825.0,False,375.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allure 1.2 PureTech 130 EAT8,Exclu web,,24/08/2021,GB725JJ,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 47857.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Essence', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,146.0,https://autoselect.arval.fr/voitures-occasion/offer/peugeot-3008-allure-12-puretech-130-eat8-91825,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 375.0, 'rentalStandardNet': 312.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
86428,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/86428/0.jpeg,2024-11-12T16:19:44.7489578,2025-01-13T15:59:53.2345293Z,65,2025-01-13T12:38:11.7167958,3,Renault,Captur,SUV,,saleandrelease,12790.0,0.0,0.0,0.0,0.0,10658.0,False,280.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Business 1.0 TCe 90,Exclu web,,26/04/2021,FY670VN,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 63375.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,133.0,https://autoselect.arval.fr/voitures-occasion/offer/renault-captur-business-10-tce-90-86428,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 280.0, 'rentalStandardNet': 233.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
86790,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/86790/0.jpeg,2024-11-14T13:06:18.7587062,2025-01-13T15:59:32.6894783Z,63,2025-01-10T16:50:39.1945687,6,Citroen,C3 Aircross,SUV,,saleandrelease,12890.0,0.0,0.0,0.0,0.0,10741.0,False,294.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shine Business 1.5 BlueHDi 110,Exclu web,,10/11/2020,FV827AV,,,"{'mileage': 105212.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",,available,121.0,https://autoselect.arval.fr/voitures-occasion/offer/citroen-c3-aircross-shine-business-15-bluehdi-110-86790,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 294.0, 'rentalStandardNet': 245.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
85981,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/85981/0.jpeg,2024-11-08T11:35:00.7441162,2025-01-13T15:59:13.3387444Z,69,2025-01-10T16:50:10.3339958,6,Renault,Captur,SUV,,saleandrelease,13890.0,0.0,0.0,0.0,0.0,11575.0,False,290.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Business 1.0 TCe 90,Exclu web,,06/05/2021,FZ791CC,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 48774.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Essence', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,133.0,https://autoselect.arval.fr/voitures-occasion/offer/renault-captur-business-10-tce-90-85981,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 290.0, 'rentalStandardNet': 241.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
86789,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/86789/0.jpeg,2024-11-14T13:05:41.1943797,2025-01-13T15:58:54.5115243Z,63,2025-01-10T16:49:13.411194,6,Ford,Puma,SUV,,saleandrelease,15690.0,0.0,0.0,0.0,0.0,13075.0,False,321.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST-Line 1.0 EcoBoost 125,Exclu web,,12/08/2021,GB950FD,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 57864.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Hybride', 'gearbox': 'Manuelle', 'warrantyMonths': 12}",compatiblezfe,available,121.0,https://autoselect.arval.fr/voitures-occasion/offer/ford-puma-st-line-10-ecoboost-125-86789,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 321.0, 'rentalStandardNet': 267.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
89315,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/89315/0.jpeg,2024-12-09T15:07:26.1430595,2025-01-13T15:58:17.9186048Z,38,2024-12-09T15:07:05.8178555,38,Citroen,C4,Monospace,,saleandrelease,16190.0,0.0,0.0,0.0,0.0,13491.0,False,331.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand C4 Spacetourer Business 1.5 BlueHDi 130CV BVA8 7 Sieges E6d,Exclu web,,29/04/2021,FY106YK,,,"{'mileage': 82663.0, 'registrationYear': 2021, 'fuelTypeLabel': 'Diesel', 'gearbox': 'Automatique', 'warrantyMonths': 12}",,available,134.0,https://autoselect.arval.fr/voitures-occasion/offer/citroen-c4-grand-c4-spacetourer-business-15-bluehdi-130cv-bva8-7-sieges-e6d-89315,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 331.0, 'rentalStandardNet': 275.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
88897,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/88897/0.jpeg,2024-12-04T16:15:07.2625311,2025-01-13T15:58:00.8193487Z,43,2024-12-04T16:14:43.8850134,43,Citroen,C5 Aircross,SUV,,saleandrelease,16190.0,0.0,0.0,0.0,0.0,13491.0,False,331.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feel 1.2 PureTech 130 EAT8,Exclu web,,08/10/2020,FT589GK,"[{'key': 'compatiblezfe', 'label': 'Compatible ZFE', 'color': '#00A66E'}]",,"{'mileage': 47038.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Essence', 'gearbox': 'Automatique', 'warrantyMonths': 12}",compatiblezfe,available,154.0,https://autoselect.arval.fr/voitures-occasion/offer/citroen-c5-aircross-feel-12-puretech-130-eat8-88897,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 331.0, 'rentalStandardNet': 275.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
89598,5,736,https://arvalprodeuwsa.blob.core.windows.net/arval-prod-euw-blobcontainer-images/PortalsAnnouncementsMainImages/5/736/89598/0.jpeg,2024-12-12T15:58:09.4562071,2025-01-13T15:57:39.2737973Z,35,2025-01-06T00:44:02.1340789,10,Toyota,C-HR,SUV,,saleandrelease,16690.0,0.0,0.0,0.0,0.0,13908.0,False,346.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8 HYBRIDE 122 DYNAMIC BUSINESS,Exclu web,,13/10/2020,FT649JP,"[{'key': 'zfe120', 'label': 'Compatible  ZFE', 'color': '#00a66e'}]",,"{'mileage': 110042.0, 'registrationYear': 2020, 'fuelTypeLabel': 'Hybride', 'gearbox': 'Automatique', 'warrantyMonths': 12}",zfe120,available,109.0,https://autoselect.arval.fr/voitures-occasion/offer/toyota-c-hr-18-hybride-122-dynamic-business-89598,16:9,0001-01-01T00:00:00,0001-01-01T00:00:00,"{'term': 36, 'mileage': 10000, 'deposit': 0, 'rentalStandardGross': 346.0, 'rentalStandardNet': 288.0, 'rentalMaintenanceGross': 0.0, 'rentalMaintenanceNet': 0.0}",rentalStandard_36_10000_0,,{}
